Name,year,esrp,genre,rate,vote,country,company
Street Fighter: 30th Anniversary Collection,2018,20182018TT,Action,8.5,28,Japan,Digital Eclipse
ESHQ,2018,20182018MM,ActionSci-Fi,8.5,6,Russia,
Sleeping Dogs: Definitive Edition,2014,20142014,ActionCrimeDrama,8.5,12,United States,United Front Games
Doom,2016,20162016MM,ActionHorrorSci-Fi,8.5,5.9K,United States,id Software
God of War: Ghost of Sparta,2010,20102010MM,ActionAdventureFantasy,8.5,2.3K,United States,Ready at Dawn Studios
Super Cars II,1991,19911991,Action,8.5,8,United Kingdom,Magnetic Fields
Nier Replicant,2010,20102010MM,ActionAdventureDrama,8.5,338,Japan,Cavia
S.T.A.L.K.E.R.: Call of Pripyat,2009,20092009,ActionAdventureHorror,8.5,498,Ukraine,GSC Game World
Gears of War 3,2011,20112011MM,ActionSci-FiWar,8.5,4.7K,United States,Epic Games
Mystery Case Files: Dire Grove,2009,20092009,AdventureFantasyMystery,8.5,33,United States,Thinklab
Inscryption,2021,20212021,AdventureHorror,8.5,100,Canada,Daniel Mullins Games
Drakensang - Am Fluss der Zeit,2010,20102010,ActionAdventureFantasy,8.5,110,Germany,Radon Labs
X3: Terran Conflict,2008,20082008,Sci-Fi,8.5,22,Germany,Egosoft
Ultima Underworld: The Stygian Abyss,1992,19921992,ActionAdventureFantasy,8.5,36,United States,Blue Sky Productions
Football Manager 2010,2009,20092009,Sport,8.5,144,United Kingdom,Sports Interactive
Hidden & Dangerous 2,2003,20032003,War,8.5,63,Czech Republic,Illusion Softworks
UnMetal,2021,20212021MM,ActionComedy,8.5,11,Spain,
Detention,2017,20172017MM,DramaHorrorMystery,8.5,30,Taiwan,Red Candle Games
Deadbolt,2016,20162016TT,ActionCrimeHorror,8.5,8,United States,Hopoo Games
Big Chungus,2018,20182018AOAO129h 37m,Action,8.5,13,United Kingdom,
Ratchet & Clank Future: A Crack in Time,2009,20092009E10+E10+,ActionAdventureComedy,8.5,1.1K,United States,Insomniac Games
Mystic Messenger,2016,20162016,,8.5,17,,
The Beatles: Rock Band,2009,20092009TT,BiographyFamilyMusic,8.5,445,United States,Curious Pictures
Pro Evolution Soccer,2001,20012001,Sport,8.5,14,Japan,Konami
Supreme Commander: Forged Alliance,2007,20072007,ActionSci-Fi,8.5,85,United States,Gas Powered Games
There Is No Game: Wrong Dimension,2020,20202020,AdventureComedy,8.5,66,France,
Outlast Trinity,2017,20172017MM,Horror,8.5,56,United States,
Are You Afraid of the Dark?: The Tale of Orpheo's Curse,1994,19941994,AdventureFantasyHorror,8.5,57,Canada,CINAR
428: Fûsa sareta Shibuya de,2008,20082008TT,DramaMysteryThriller,8.5,48,Japan,Chun Soft
Star Wars: The Old Republic,2011,20112011TT,ActionAdventureFantasy,8.5,3K,Canada,Bioware
Killer Bean Unleashed,2012,20122012E10+E10+,ActionAdventureSci-Fi,8.5,24,United States,Killer Bean Studios
The Henry Stickmin Collection,2020,20202020E10+E10+,AnimationActionComedy,8.5,315,United States,Innersloth Productions
Astro's Playroom,2020,20202020EE,AnimationAdventureComedy,8.5,988,United States,SIE Japan Studio
Whacked!,2002,20022002TT,AnimationActionAdventure,8.5,18,United States,Presto Studios
Hitman 3,2021,20212021MM,ActionCrimeMystery,8.5,1.1K,Denmark,IO Interactive
Spider-Man: Miles Morales,2020,20202020TT,ActionAdventureFantasy,8.5,5.5K,United States,Insomniac Games
Grand Theft Auto Trilogy,2005,20052005MM,ActionCrimeDrama,8.5,105,,Rockstar North
Far Cry Compilation,2013,20132013MM,Action,8.5,7,,
Subarashiki kono sekai,2007,20072007TT,ActionAdventureComedy,8.5,282,Japan,Jupiter
SiN: Wages of Sin,1999,19991999,ActionCrimeSci-Fi,8.5,7,United States,2015
Football Manager 2008,2007,20072007,Sport,8.5,170,United States,Sports Interactive
Thirstiest Time of the Year,2018,20182018,ComedyHorror,8.5,12,United States,
Suzumiya Haruhi no yakusoku,2007,20072007,,8.5,21,Japan,
Gurôransâ V: Generations,2006,20062006TT,ActionAdventureDrama,8.5,31,Japan,Career Soft
Just Shapes and Beats,2018,20182018E10+E10+,ActionAdventureComedy,8.5,38,Canada,Berzerk Studio
Shall We Date?: Obey Me!,2019,20192019,Romance,8.5,44,Japan,
Mafia II,2010,20102010MM,ActionCrimeDrama,8.5,10K,Czech Republic,D3t
Andâ naito inbâsu: Ekusereito Kure,2020,20202020,ActionFantasy,8.5,8,Japan,Ecole Software
Zombie Society - Dead Detective vs Nine Deaths Cat,2017,20172017,Mystery,8.5,6,Italy,Armor Games
Zombie Society - Dead Detective,2017,20172017,Mystery,8.5,6,Italy,Armor Games
Zombie Society Dead Detective - Walls Can Bleed,2017,20172017,Mystery,8.5,6,Italy,Armor Games
Zombie Society: Dead Detective - Brain Drain,2017,20172017,Mystery,8.5,6,Italy,Armor Games
Zombie Society Dead Detective - Roving Eyes,2018,20182018,Mystery,8.5,6,Italy,Armor Games
Wiedzmin,2007,20072007MM,ActionAdventureDrama,8.5,4.1K,Poland,CD Projekt RED
Knights of Honor,2004,20042004,,8.5,35,Bulgaria,Black Sea Films
Shin megami tensei III: Nocturne,2003,20032003MM,ActionAdventureFantasy,8.5,175,Japan,Atlus
Final fantasy tactics: Fainaru fantaji takuteikkusu - Shishi sensô,2007,20072007TT,Sci-Fi,8.5,188,Japan,Square Enix Company
Slaves to Armok: God of Blood Chapter II: Dwarf Fortress,2006,20062006,Fantasy,8.5,15,United States,Bay 12 Games
Laura's Happy Adventures,1998,19981998EE,AdventureFantasyRomance,8.5,14,Canada,Playmobil Interactive
Grand Poo World 2,2019,20192019,Adventure,8.5,8,United States,
The King's Gold,2019,20192019,Adventure,8.5,8,United Kingdom,Armor Games
Jumurdzsák gyürüje,2006,20062006,ActionAdventure,8.5,23,Hungary,
The Lord of the Rings: The Battle for Middle-earth II - The Rise of the Witch-king,2006,20062006,ActionAdventureFantasy,8.5,1.5K,United States,Electronic Arts (EA)
The Godfather: Blackhand Edition,2007,20072007MM,ActionAdventureCrime,8.5,176,United States,Electronic Arts (EA)
Connections,1996,19961996,AdventureHistoryMystery,8.5,12,United States,SOM Interactive
Etherlords II,2003,20032003,Action,8.5,66,,
Uncharted: Drake's Fortune,2007,20072007TT,ActionAdventureFantasy,8.5,20K,United States,Naughty Dog
LMA Manager 2007,2006,20062006,Sport,8.5,36,United Kingdom,Codemasters Software Company
Metroid Prime 3: Corruption,2007,20072007TT,ActionAdventureMystery,8.5,996,Japan,Nintendo Software Planning and Development (SPD)
World of Warcraft: The Burning Crusade,2007,20072007TT,ActionAdventureFantasy,8.5,2.2K,United States,Blizzard Entertainment
Ebaa Sebuntiin: The Out of Infinity,2002,20022002TT,AdventureComedyDrama,8.5,49,Japan,Kindle Imagine Develop (KID)
"Warhammer 40,000: Dawn of War - Dark Crusade",2006,20062006MM,ActionFantasySci-Fi,8.5,431,United States,Relic Entertainment
Company of Heroes,2006,20062006MM,ActionWar,8.5,813,Canada,Relic Entertainment
Silent Hunter III,2005,20052005TT,Action,8.5,60,Romania,Ubisoft Romania
Lost Odyssey,2007,20072007TT,ActionAdventureDrama,8.5,459,Japan,Mistwalker
Strategic Conquest,1990,19901990,ActionAdventure,8.5,28,United States,Delta
Mail Order Monster,1985,19851985,Adventure,8.5,18,United States,Electronic Arts (EA)
RollerCoaster Tycoon 2,2002,20022002EE,Adventure,8.5,399,United Kingdom,
World Games,1986,19861986,Sport,8.5,54,United States,Epyx Inc.
Krakout,1987,19871987,ActionFamily,8.5,38,United Kingdom,Gremlin Interactive
The Bizarre Adventures of Woodruff and the Schnibble,1994,19941994,,8.5,35,France,Coktel Vision
Gears of War,2006,20062006MM,ActionSci-FiWar,8.5,8.7K,United States,Epic Games
Hearts of Iron II,2005,20052005,HistoryWar,8.5,90,United States,Paradox Interactive
Close Combat: A Bridge Too Far,1997,19971997K-AK-A,ActionAdventure,8.5,32,United States,Atomic Games
Championship Manager 2000/01,2000,20002000,Sport,8.5,109,United Kingdom,Sports Interactive
Tiny Toon Adventures: Buster's Hidden Treasure,1993,19931993,Adventure,8.5,82,Japan,Konami
NCAA Football 06,2005,20052005EE,Sport,8.5,63,United States,
Prince of Persia: The Two Thrones,2005,20052005MM,ActionAdventureFantasy,8.5,3.4K,Canada,Ubisoft Montreal
Kuraishisu koa: Fainaru fantajî VII,2007,20072007TT,ActionAdventureFantasy,8.5,1.3K,Japan,Square Enix Company
Supremacy,1991,19911991,ActionAdventureHistory,8.5,32,United States,
Little Big Adventure,1994,19941994,Adventure,8.5,144,France,Adeline Software
Call of Duty 2,2005,20052005TT,ActionWar,8.5,6.7K,United States,Infinity Ward
Alan Wake,2010,20102010TT,ActionAdventureHorror,8.5,5.9K,Finland,Remedy Entertainment
Turrican II: The Final Fight,1991,19911991,ActionAdventureSci-Fi,8.5,76,Germany,Factor 5
Phantom Brave,2004,20042004TT,ActionAdventureFantasy,8.5,36,Japan,Nippon Ichi Software
Claw,1997,19971997EE,ActionAdventureComedy,8.5,203,United States,Monolith Productions
Warzone 2100,1999,19991999TT,ActionAdventure,8.5,46,United Kingdom,Pumpkin Studios
Dragon Ball Z: Budokai 3,2004,20042004TT,ActionFantasy,8.5,646,Japan,FUNimation Entertainment
Ultima Online,1997,19971997MM,AdventureFantasy,8.5,105,United States,Electronic Arts (EA)
Poketto Monsutâ Rîfugurîn,2004,20042004EE,ActionAdventureFantasy,8.5,920,Japan,Creatures
Jak 3,2004,20042004TT,ActionAdventureComedy,8.5,1.5K,United States,Naughty Dog
Robotech: Invasion,2004,20042004TT,ActionAdventureSci-Fi,8.5,50,United States,Vicious Cycle Software Inc.
Devil May Cry 3,2005,20052005MM,ActionAdventureFantasy,8.5,2.9K,Japan,Capcom Company
MegaRace,1994,19941994,ActionSci-FiSport,8.5,57,France,Cryo Interactive Entertainment
Myst IV: Revelation,2004,20042004TT,AdventureFantasyMystery,8.5,221,Canada,Ubisoft Montreal
Rogue Trip: Vacation 2012,1998,19981998,Action,8.5,31,United States,SingleTrac Entertainment Technologies Inc.
Hostile Waters,2001,20012001,ActionSci-Fi,8.5,48,United Kingdom,Rage Software PLC
Dark Age of Camelot,2001,20012001,AdventureFantasy,8.5,44,United States,Mythic Entertainment
Zeus: Master of Olympus,2000,20002000,Adventure,8.5,102,United States,Sierra Entertainment
Homeworld: Cataclysm,2000,20002000,ActionAdventureSci-Fi,8.5,72,United States,Barking Dog Studios
Nancy Drew: The Secret of Shadow Ranch,2004,20042004,AdventureMysteryRomance,8.5,110,United States,Her Interactive Inc.
Drakan: Order of the Flame,1999,19991999,ActionAdventureFantasy,8.5,70,United States,Surreal Software
Dûpurizumu,1999,19991999EE,ActionAdventureComedy,8.5,54,Japan,Square Company
Wolfenstein: Enemy Territory,2003,20032003MM,ActionAdventureWar,8.5,330,United States,Splash Damage
Jurassic Park: Operation Genesis,2003,20032003TT,ActionAdventureFamily,8.5,381,Australia,
Ratchet & Clank: Going Commando,2003,20032003TT,ActionAdventureComedy,8.5,1.3K,United States,Insomniac Games
Might and Magic VII: For Blood and Honor,1999,19991999TT,AdventureFantasySci-Fi,8.5,95,United States,New World Computing
Marathon,1994,19941994,ActionAdventureSci-Fi,8.5,83,United States,Bungie Software
Prince of Persia: The Sands of Time,2003,20032003TT,ActionAdventureFantasy,8.5,5K,Canada,Ubisoft Montreal
Jak II,2003,20032003TT,ActionAdventureComedy,8.5,1.5K,United States,Naughty Dog
Panzer Dragoon II Zwei,1996,19961996K-AK-A,Action,8.5,93,Japan,Team Andromeda
WWE SmackDown! Here Comes the Pain,2003,20032003TT,ActionSport,8.5,617,United States,THQ
Mario Kart: Double Dash!!,2003,20032003EE,ActionFamilyFantasy,8.5,2K,Japan,GameCube
Outcast,1999,19991999,ActionAdventureSci-Fi,8.5,167,Belgium,Appeal
Legacy of Kain: Defiance,2003,20032003MM,ActionAdventureFantasy,8.5,676,United States,Crystal Dynamics
Ace Combat 04: Shattered Skies,2001,20012001EE,ActionAdventureDrama,8.5,198,Japan,Namco
Zero,2001,20012001TT,HorrorMystery,8.5,582,Japan,Tecmo
Drakan: The Ancient's Gates,2002,20022002,ActionAdventureFantasy,8.5,62,United States,Outsource Media
Gran Turismo 4,2004,20042004EE,Sport,8.5,944,Japan,Polyphony Digital
Anachronox,2001,20012001TT,ActionAdventureSci-Fi,8.5,114,Canada,Ion Storm
The Journeyman Project 2: Buried in Time,1995,19951995K-AK-A,AdventureSci-Fi,8.5,49,United States,Presto Studios
Pirates!,1987,19871987,Adventure,8.5,129,United States,MicroProse Software Inc.
Colonization,1994,19941994,ActionAdventure,8.5,151,United States,MicroProse Software Inc.
Sonic the Hedgehog 2,1992,19921992EE,ActionAdventureFamily,8.5,2.7K,Japan,Sega Technical Institute
WCW/NWO Revenge,1998,19981998EE,ActionSport,8.5,152,United States,AKI USA Inc.
Doom II: Hell on Earth,1994,19941994MM,ActionHorrorSci-Fi,8.5,2.9K,United States,id Software
Brave Fencer Musashiden,1998,19981998EE,ActionAdventureComedy,8.5,97,Japan,Square Company
Rumble Racing,2001,20012001EE,FamilySport,8.5,47,United States,Electronic Arts (EA)
Battlezone II: Combat Commander,1999,19991999EE,Action,8.5,41,United States,Pandemic Production
Banjo-Tooie,2000,20002000EE,AdventureFantasy,8.5,899,United Kingdom,Rare
Phantasy Star Online,2000,20002000TT,ActionAdventureFantasy,8.5,105,Japan,Sonic Team
Paper Mario,2000,20002000EE,AdventureFantasy,8.5,1.3K,Japan,Nintendo
Half-Life: Counter-Strike,2000,20002000MM,ActionCrime,8.5,3.5K,United States,The Counter-Strike Team
WWF No Mercy,2000,20002000TT,ActionSport,8.5,273,United States,AKI USA Inc.
Banjo-Kazooie,1998,19981998EE,AdventureFantasy,8.5,1.7K,United Kingdom,Rare
Spy Fox in 'Dry Cereal',1997,19971997EE,ActionAdventureComedy,8.5,84,United States,Humongous Entertainment
Spyro: Year of the Dragon,2000,20002000EE,ActionAdventureFantasy,8.5,1.4K,United States,Cerny Games
Parasite Eve,1998,19981998MM,ActionDramaHorror,8.5,644,Japan,Square Company
Warcraft II: Tides of Darkness,1995,19951995,Fantasy,8.5,1.8K,United States,Blizzard Entertainment
Diablo,1996,19961996MM,ActionAdventureFantasy,8.5,2.9K,United States,Blizzard Entertainment
Spyro 2: Ripto's Rage!,1999,19991999EE,ActionAdventureFantasy,8.5,1.4K,United States,Insomniac Games
Wing Commander II: Vengeance of the Kilrathi,1991,19911991,ActionAdventureSci-Fi,8.5,176,United States,Origin Systems
Gran Turismo 2,1999,19991999EE,FamilySport,8.5,791,Japan,Polyphony Digital
Ultima Underworld II: Labyrinth of Worlds,1993,19931993,ActionAdventureFantasy,8.5,62,United States,Looking Glass Studios
Sûpâ Mario: Yosshî Airando,1995,19951995K-AK-A,ActionAdventureFantasy,8.5,2K,Japan,Nintendo
Someone's in the Kitchen!,1996,19961996,,8.5,10,United States,DreamWorks Interactive
Ys: Book 1&2,1990,19901990,ActionAdventureFantasy,8.5,85,Japan,Alfa System Co. Ltd.
"King's Quest VI: Heir Today, Gone Tomorrow",1992,19921992,AdventureFantasyRomance,8.5,301,United States,Sierra
Seiken densetsu 2,1993,19931993,ActionAdventureDrama,8.5,637,Japan,Square Company
Romancing SaGa 3,1995,19951995,AdventureDramaFantasy,8.5,25,Japan,Square Company
Tetris,1984,19841984,,8.5,3.2K,United States,AcademySoft
Nintendô ôru sutâ dairantô Sumasshu burazâzu,1999,19991999EE,ActionFantasy,8.5,2.3K,Japan,HAL Laboratory
Rama,1997,19971997K-AK-A,AdventureMysterySci-Fi,8.5,72,United States,Sierra Entertainment
Starsiege,1999,19991999,ActionSci-Fi,8.5,26,United States,Dynamix
Crash Bandicoot 2: Cortex Strikes Back,1997,19971997EE,ActionAdventureComedy,8.5,2.4K,United States,Naughty Dog
The X-Files Game,1998,19981998TT,AdventureMysterySci-Fi,8.5,830,United States,Hyperbole Studios
Star Wars: Jedi Knight - Dark Forces II,1997,19971997,ActionAdventureFantasy,8.5,1.3K,United States,LucasArts Entertainment Company
Noir,1996,19961996TT,AdventureCrimeMystery,8.5,28,United States,Cyberdreams
The Dig,1995,19951995K-AK-A,AdventureDramaSci-Fi,8.5,931,United States,LucasArts Entertainment Company
Command & Conquer: Red Alert,1996,19961996TT,ActionSci-FiWar,8.5,2.4K,United States,Westwood Studios Inc.
Catherine: Full Body,2019,20192019MM,FantasyHorrorRomance,8.4,270,Japan,Studio Zero (II)
Doctor Who Infinity: The Dalek Invasion of Time,2018,20182018,FantasySci-Fi,8.4,8,United Kingdom,Tiny Rebel Games
Super Mario Maker 2,2019,20192019EE,ActionFamily,8.4,665,Japan,Nintendo Entertainment Planning & Development (EPD)
Dark Deception,2018,20182018TT,AdventureHorrorSci-Fi,8.4,84,United States,Glowstick Entertainment
Warfare 1917,2013,20132013,War,8.4,12,United States,
Kingdom Rush Origins,2017,20172017,ActionAdventureFantasy,8.4,46,Uruguay,Ironhide Game Studio
Kingdom Rush Frontiers,2016,20162016,ActionAdventureFantasy,8.4,54,Uruguay,Ironhide Game Studio
Epic Seven,2018,20182018,ActionAdventureFantasy,8.4,19,South Korea,Smilegate
Judge Eyes: Shinigami no yuigon,2018,20182018MM,ActionCrimeDrama,8.4,410,Japan,Ryu Ga Gotoku Studio
Gris,2018,20182018EE,AdventureDramaFantasy,8.4,738,Spain,Nomada Studio
Tzar: The Burden of the Crown,2000,20002000,ActionWar,8.4,16,Bulgaria,Haemimont Games
Winx Club: Magical Fairy Party,2012,20122012EE,FamilyFantasy,8.4,6,United States,D3P Publisher
The Pillars of the Earth,2017,20172017MM,DramaHistory,8.4,58,Germany,Daedalic Entertainment
Hagane no Renkinjutsushi: Senaka o Takuseshimono,2010,20102010,Action,8.4,49,Japan,Namco Bandai Games
Danny Phantom: The Ultimate Enemy,2005,20052005EE,ActionFamilyFantasy,8.4,23,Japan,THQ
Persona Q2: New Cinema Labyrinth,2018,20182018MM,AdventureCrimeFamily,8.4,33,Japan,Atlus
Poptropica,2007,20072007EE,Adventure,8.4,40,United States,Jeff Kinney Group
Sonic Mania Plus,2018,20182018EE,ActionAdventureFamily,8.4,1.2K,,
11.22.63 VR,2016,20162016,DramaMysterySci-Fi,8.4,20,United States,RadicalMedia
DreamWorks Dragons: Rise Of Berk,2014,20142014,ActionAdventure,8.4,15,United States,Ludia
Copong,2016,20162016,Animation,8.4,16,Canada,Ministry of Motion (MOM) Studio
Europa Universalis IV,2013,20132013TT,History,8.4,278,Sweden,
Crusader Kings II,2012,20122012TT,History,8.4,207,Sweden,
Subnautica,2018,20182018E10+E10+,AdventureHorrorMystery,8.4,1.2K,United States,
Rakuen,2017,20172017,AdventureDramaFantasy,8.4,17,,
Vindictive Drive,2017,20172017,ActionThriller,8.4,9,Argentina,
The Exorcist: Legion VR,2017,20172017,Horror,8.4,12,United Kingdom,Wolf & Wood
Ariel's Story Studio,1997,19971997,AnimationFamilyMusical,8.4,14,United States,Disney Interactive
My Summer Car,2016,20162016TT,ActionAdventureComedy,8.4,36,Finland,Amistech Games
Guild Wars 2: Path of Fire,2017,20172017TT,Fantasy,8.4,87,United States,Blindlight
Grand Theft Auto: Episodes from Liberty City,2009,20092009MM,ActionCrimeDrama,8.4,891,United Kingdom,Rockstar North
Stunts,1990,19901990,,8.4,15,Canada,Distinctive Software Inc.
Cubots: The Origins,2017,20172017,Adventure,8.4,14,India,Street Lamp Games
Batman: The Enemy Within,2017,20172017MM,ActionCrimeDrama,8.4,1.9K,United States,Telltale Games
Starbo,2018,20182018,AdventureHorror,8.4,18,Sweden,Diax Game
Monument Valley,2014,20142014,AdventureFantasy,8.4,261,United Kingdom,Ustwo
Ib,2012,20122012,AdventureFantasyHorror,8.4,52,Japan,
Trump Castle: The Ultimate Casino Gambling Simulation,1988,19881988,,8.4,19,United States,Capstone Software
Call of Duty: Modern Warfare Remastered,2016,20162016MM,ActionThriller,8.4,2.2K,United States,Infinity Ward
Elite Dangerous: Horizons,2015,20152015,Sci-Fi,8.4,69,United Kingdom,Frontier Developments
Hatsune Miku Project Diva: Future Tone,2016,20162016,Music,8.4,25,Japan,Sega
Gods of Rome,2016,20162016,ActionFantasy,8.4,9,Canada,
Dishonored 2,2016,20162016MM,ActionAdventureFantasy,8.4,2.8K,France,Arkane Studios
Don't Starve: Shipwrecked,2016,20162016,,8.4,25,Canada,Klei Entertainment
Hoshi no Kâbi: Robobo puranetto,2016,20162016EE,ActionAdventureSci-Fi,8.4,476,Japan,HAL Laboratory
The Barn: The Video Game,2016,20162016,Horror,8.4,10,United States,Nevermore Production Studios
Yu-Gi-Oh: Deyueru monsutazu GX: Tagu fosue boryushon,2007,20072007EE,Action,8.4,40,Japan,
Hiveswap,2017,20172017,Adventure,8.4,12,United States,What Pumpkin Games
Star Wars: The Old Republic - Knights of the Fallen Empire,2015,20152015TT,ActionAdventureFantasy,8.4,418,United States,Bioware
Tactics Ogre: Let Us Cling Together,1995,19951995,ActionAdventureFantasy,8.4,31,Japan,Square Enix Company
Halo: Combat Evolved Anniversary,2011,20112011MM,ActionAdventureMystery,8.4,1.5K,,343 Industries
Destiny: The Taken King,2015,20152015TT,ActionAdventureFantasy,8.4,827,United States,Bungie Studios
"Sons of Anarchy: The Prospect, Episode 1",2015,20152015,Drama,8.4,48,United States,Orpheus Interactive
South Park: The Fractured But Whole,2017,20172017MM,ActionAdventureComedy,8.4,1.9K,United States,South Park Digital Studios
Gears of War: Ultimate Edition,2015,20152015MM,ActionSci-FiWar,8.4,781,Canada,Storylab Productions
Freddi Fish 4: The Case of the Hogfish Rustlers of Briny Gulch,1999,19991999,Adventure,8.4,22,United States,Humongous Entertainment
Might and Magic VI: The Mandate of Heaven,1998,19981998,AdventureFantasySci-Fi,8.4,44,United States,New World Computing
Overwatch,2016,20162016TT,ActionAdventureFantasy,8.4,4.9K,United States,Blizzard Entertainment
Mitsume ga tooru,1992,19921992,Action,8.4,8,Japan,Natsume
Kingdom Rush,2011,20112011,ActionAdventureComedy,8.4,88,Uruguay,Ironhide Game Studio
Rurouni Kenshin: meiji kenyaku romantan ishin gekitouhen,1996,19961996,ActionFantasy,8.4,22,Japan,Zoom Inc.
Mata Nui Adventure Game,2001,20012001,AdventureFantasy,8.4,20,United States,Templar Studios
Gemini Rue,2011,20112011,AdventureMysterySci-Fi,8.4,187,United States,
Tornado Outbreak,2009,20092009,Action,8.4,9,United States,Loose Cannon Studios
Elite: Dangerous,2014,20142014,ActionAdventureSci-Fi,8.4,161,United Kingdom,Frontier Developments
Outlast: Whistleblower,2014,20142014MM,ActionHorrorMystery,8.4,1.9K,Canada,Red Barrels
"Zombies, Run! 2",2013,20132013,Action,8.4,23,United Kingdom,Six to Start
The Stanley Parable,2013,20132013TT,AdventureComedyFantasy,8.4,2.7K,United States,Galactic Cafe
Valiant Hearts: The Great War,2014,20142014TT,AdventureDramaHistory,8.4,1.4K,France,Ubisoft Montpellier Studio
Neverwinter Nights 2: Mask of the Betrayer,2007,20072007TT,ActionAdventureFantasy,8.4,60,United States,Obsidian Entertainment
Silver,1999,19991999,AdventureFantasy,8.4,34,United Kingdom,Infogrames UK Ltd.
Kamen Raidâ Batoraido Wô,2013,20132013,Action,8.4,10,Japan,Namco Bandai Games
Dishonored,2012,20122012MM,ActionAdventureFantasy,8.4,8.7K,United States,Arkane Studios
Spec Ops: The Line,2012,20122012MM,ActionDramaMystery,8.4,3.5K,United States,Yager Development
Beyond: Two Souls,2013,20132013MM,ActionAdventureDrama,8.4,12K,France,Quantic Dream
BioShock 2: Minerva's Den,2010,20102010,ActionAdventureHorror,8.4,970,United States,2K Marin
Mario & Ruîji RPG 3!!!,2009,20092009EE,AdventureComedyFantasy,8.4,484,Japan,AlphaDream
As Dusk Falls,2022,20222022MM,CrimeThriller,8.4,117,United Kingdom,Interior Night
inFamous 2,2011,20112011TT,ActionAdventureFantasy,8.4,3K,United States,Sucker Punch Productions
The Book of Unwritten Tales,2011,20112011TT,Adventure,8.4,88,Germany,KING Art
Nexus: The Jupiter Incident,2004,20042004,,8.4,18,Hungary,Mithis Entertainment
Sengoku basara 3,2010,20102010TT,ActionAdventureDrama,8.4,38,Japan,Capcom Company
Red Dead Redemption: Undead Nightmare,2010,20102010MM,ActionDramaFantasy,8.4,4.1K,United States,Rockstar San Diego
Mount & Blade: Warband,2010,20102010,AdventureWar,8.4,773,Turkey,Paradox Interactive
Football Manager 2011,2010,20102010,Sport,8.4,185,United Kingdom,Sega
Bloodborne PSX,2022,20222022MM,ActionAdventureFantasy,8.4,16,United States,LWMedia
Expeditions: Rome,2022,20222022,AdventureHistoryWar,8.4,9,Denmark,Logic Artists
CR: Back to the Future,2008,20082008,Adventure,8.4,42,Japan,Universal Pictures
Saiko No Sutoka,2020,20202020,AdventureHorror,8.4,8,,
